order,family,genus,species,scientificName,locality,stateProvince,decimalLatitude,decimalLongitude,eventDate,day,month,year,basisOfRecord
Accipitriformes,Cathartidae,Coragyps,Coragyps atratus,"Coragyps atratus (Bechstein, 1793)",,Córdoba,7.984788,-75.413896,,8.0,10.0,2025.0,HUMAN_OBSERVATION
Piciformes,Bucconidae,Notharchus,Notharchus hyperrhynchus,"Notharchus hyperrhynchus (P.L.Sclater, 1856)",,Magdalena,11.30595,-73.930572,,10.0,9.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Icteridae,Quiscalus,Quiscalus lugubris,"Quiscalus lugubris Swainson, 1838",,Córdoba,8.804768,-75.850718,,24.0,7.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Turdidae,Turdus,Turdus fuscater,"Turdus fuscater Orbigny & Lafresnaye, 1837",,Magdalena,11.102888,-74.062095,2025-03-07 01:54:00,7.0,3.0,2025.0,HUMAN_OBSERVATION
Ciconiiformes,Ciconiidae,Mycteria,Mycteria americana,"Mycteria americana Linnaeus, 1758",,Córdoba,9.084179,-75.811809,,23.0,12.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Icteridae,Psarocolius,Psarocolius decumanus,"Psarocolius decumanus (Pallas, 1769)",,Atlántico,11.0501,-74.79975,2025-04-04 17:48:00,4.0,4.0,2025.0,HUMAN_OBSERVATION
Pelecaniformes,Threskiornithidae,Eudocimus,Eudocimus ruber,"Eudocimus ruber (Linnaeus, 1758)",,La Guajira,11.244869,-73.547466,2026-01-13 15:28:00,13.0,1.0,2026.0,HUMAN_OBSERVATION
Charadriiformes,Laridae,Thalasseus,Thalasseus maximus,"Thalasseus maximus (Boddaert, 1783)",,Bolívar,10.393027,-75.55935,,23.0,7.0,2025.0,HUMAN_OBSERVATION
Charadriiformes,Recurvirostridae,Himantopus,Himantopus mexicanus,"Himantopus mexicanus (P.L.S.Müller, 1776)",,Atlántico,10.989354,-74.948281,2025-10-30 08:00:00,30.0,10.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Tyrannidae,Myiodynastes,Myiodynastes maculatus,"Myiodynastes maculatus (Statius Muller, 1776)",,Bolívar,10.354957,-75.428627,2026-01-30 08:31:00,30.0,1.0,2026.0,HUMAN_OBSERVATION
Pelecaniformes,Pelecanidae,Pelecanus,Pelecanus occidentalis,"Pelecanus occidentalis Linnaeus, 1766",,La Guajira,11.437371,-73.093225,2025-06-04 09:15:00,4.0,6.0,2025.0,HUMAN_OBSERVATION
Accipitriformes,Accipitridae,Gampsonyx,Gampsonyx swainsonii,"Gampsonyx swainsonii Vigors, 1825",,La Guajira,11.571708,-73.138708,2025-03-20 12:50:00,20.0,3.0,2025.0,HUMAN_OBSERVATION
Psittaciformes,Psittacidae,Ara,Ara severus,"Ara severus (Linnaeus, 1758)",,Córdoba,8.618845,-75.909415,,10.0,4.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Thraupidae,Coereba,Coereba flaveola,"Coereba flaveola (Linnaeus, 1758)",,Bolívar,10.423745,-75.55263,2025-03-12 16:38:00,12.0,3.0,2025.0,HUMAN_OBSERVATION
Strigiformes,Strigidae,Strix,Strix nigrolineata,"Strix nigrolineata (P.L.Sclater, 1859)",,Magdalena,11.117124,-74.121667,2025-02-16 11:26:00,16.0,2.0,2025.0,HUMAN_OBSERVATION
Pelecaniformes,Threskiornithidae,Phimosus,Phimosus infuscatus,"Phimosus infuscatus (Lichtenstein, 1823)",,Magdalena,11.154309,-74.226306,2025-10-03 18:12:00,3.0,10.0,2025.0,HUMAN_OBSERVATION
Charadriiformes,Charadriidae,Pluvialis,Pluvialis squatarola,"Pluvialis squatarola (Linnaeus, 1758)",,Magdalena,10.991127,-74.28733,2025-12-12 15:14:00,12.0,12.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Parulidae,Myioborus,Myioborus miniatus,"Myioborus miniatus (Swainson, 1827)",,Magdalena,11.089273,-74.079778,2025-10-29 10:05:00,29.0,10.0,2025.0,HUMAN_OBSERVATION
Accipitriformes,Accipitridae,Spizaetus,Spizaetus tyrannus,"Spizaetus tyrannus (Wied-Neuwied, 1820)",,Magdalena,11.311098,-74.013225,2025-09-13 11:42:00,13.0,9.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Passerellidae,Atlapetes,Atlapetes melanocephalus,"Atlapetes melanocephalus (Salvin & Godman, 1880)",,Magdalena,11.108963,-74.045971,2025-05-23 07:24:00,23.0,5.0,2025.0,HUMAN_OBSERVATION
Pelecaniformes,Ardeidae,Egretta,Egretta tricolor,"Egretta tricolor (Statius Muller, 1776)",,Atlántico,10.992506,-74.957607,2025-11-10 12:30:00,10.0,11.0,2025.0,HUMAN_OBSERVATION
Gruiformes,Rallidae,Porphyrio,Porphyrio martinica,"Porphyrio martinica (Linnaeus, 1766)",,Bolívar,10.334193,-75.380352,2025-01-06 08:59:00,6.0,1.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Thraupidae,Saltator,Saltator maximus,"Saltator maximus (P.L.S.Müller, 1776)",,Magdalena,11.119552,-74.089038,,7.0,3.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Thamnophilidae,Formicivora,Formicivora intermedia,"Formicivora intermedia Cabanis, 1847",,La Guajira,11.412814,-73.067076,2025-02-21 12:25:00,21.0,2.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Icteridae,Quiscalus,Quiscalus mexicanus,"Quiscalus mexicanus (Gmelin, 1788)",,Bolívar,10.426632,-75.551308,2025-02-08 14:29:00,8.0,2.0,2025.0,HUMAN_OBSERVATION
Falconiformes,Falconidae,Falco,Falco rufigularis,"Falco rufigularis Daudin, 1800",,Magdalena,11.122115,-74.08153,,7.0,3.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Icteridae,Psarocolius,Psarocolius decumanus,"Psarocolius decumanus (Pallas, 1769)",,Bolívar,8.646264,-74.0936,2025-10-22 11:39:00,22.0,10.0,2025.0,HUMAN_OBSERVATION
Charadriiformes,Scolopacidae,Numenius,Numenius hudsonicus,"Numenius hudsonicus Latham, 1790",,Atlántico,11.030013,-74.850842,2026-01-30 07:53:00,30.0,1.0,2026.0,HUMAN_OBSERVATION
Piciformes,Picidae,Campephilus,Campephilus melanoleucos,"Campephilus melanoleucos (J.F.Gmelin, 1788)",,La Guajira,11.230281,-73.484856,2025-04-08 11:24:00,8.0,4.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Parulidae,Setophaga,Setophaga fusca,"Setophaga fusca (Statius Müller, 1776)",,Magdalena,11.097848,-74.116027,,6.0,3.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Mimidae,Mimus,Mimus gilvus,"Mimus gilvus (Vieillot, 1808)",,La Guajira,11.42357,-73.067086,2025-10-13 06:42:00,13.0,10.0,2025.0,HUMAN_OBSERVATION
Falconiformes,Falconidae,Herpetotheres,Herpetotheres cachinnans,"Herpetotheres cachinnans (Linnaeus, 1758)",,Cesar,9.568166,-73.272621,,27.0,3.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Tyrannidae,Todirostrum,Todirostrum nigriceps,"Todirostrum nigriceps P.L.Sclater, 1855",,La Guajira,11.231332,-73.484931,2025-02-12 17:20:00,12.0,2.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Tyrannidae,Hemitriccus,Hemitriccus margaritaceiventer,"Hemitriccus margaritaceiventer (Orbigny & Lafresnaye, 1837)",,La Guajira,11.436164,-73.075651,2025-02-21 20:36:00,21.0,2.0,2025.0,HUMAN_OBSERVATION
Apodiformes,Trochilidae,Florisuga,Florisuga mellivora,"Florisuga mellivora (Linnaeus, 1758)",,Magdalena,11.1431,-74.118847,,25.0,5.0,2025.0,HUMAN_OBSERVATION
Piciformes,Picidae,Campephilus,Campephilus melanoleucos,"Campephilus melanoleucos (J.F.Gmelin, 1788)",,Magdalena,11.306224,-73.926835,2025-06-29 10:11:00,29.0,6.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Passerellidae,Arremon,Arremon basilicus,"Arremon basilicus (Bangs, 1898)",,Magdalena,11.102065,-74.101301,2025-03-17 13:35:00,17.0,3.0,2025.0,HUMAN_OBSERVATION
Pelecaniformes,Ardeidae,Butorides,Butorides virescens,"Butorides virescens (Linnaeus, 1758)",,Atlántico,11.033499,-74.842648,2026-01-14 14:46:00,14.0,1.0,2026.0,HUMAN_OBSERVATION
Passeriformes,Troglodytidae,Campylorhynchus,Campylorhynchus griseus,"Campylorhynchus griseus (Swainson, 1838)",,Córdoba,8.753122,-75.890981,2025-10-20 17:16:00,20.0,10.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Parulidae,Protonotaria,Protonotaria citrea,"Protonotaria citrea (Boddaert, 1783)",,Córdoba,9.377983,-75.889988,2025-03-04 18:13:00,4.0,3.0,2025.0,HUMAN_OBSERVATION
Pelecaniformes,Threskiornithidae,Platalea,Platalea ajaja,"Platalea ajaja Linnaeus, 1758",,Bolívar,10.207397,-75.60537,,14.0,2.0,2026.0,HUMAN_OBSERVATION
Passeriformes,Thraupidae,Thraupis,Thraupis glaucocolpa,"Thraupis glaucocolpa Cabanis, 1851",,La Guajira,11.412814,-73.067076,2025-02-21 12:49:00,21.0,2.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Passerellidae,Arremon,Arremon perijanus,"Arremon perijanus (Phelps & Gilliard, 1940)",,Cesar,10.343243,-73.19266,2025-03-01 11:20:00,1.0,3.0,2025.0,HUMAN_OBSERVATION
Piciformes,Picidae,Melanerpes,Melanerpes rubricapillus,"Melanerpes rubricapillus (Cabanis, 1862)",,Magdalena,11.143656,-74.124321,2025-02-25 11:59:00,25.0,2.0,2025.0,HUMAN_OBSERVATION
Pelecaniformes,Pelecanidae,Pelecanus,Pelecanus occidentalis,"Pelecanus occidentalis Linnaeus, 1766",,Bolívar,10.179102,-75.776799,,28.0,6.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Tyrannidae,Elaenia,Elaenia frantzii,"Elaenia frantzii Lawrence, 1865",,Magdalena,11.136571,-74.092325,2025-02-15 08:24:00,15.0,2.0,2025.0,HUMAN_OBSERVATION
Pelecaniformes,Ardeidae,Ardea,Ardea alba,"Ardea alba Linnaeus, 1758",,Atlántico,11.030852,-74.851527,,1.0,1.0,2026.0,HUMAN_OBSERVATION
Passeriformes,Icteridae,Quiscalus,Quiscalus lugubris,"Quiscalus lugubris Swainson, 1838",,La Guajira,11.715767,-72.267333,,9.0,1.0,2026.0,HUMAN_OBSERVATION
Pelecaniformes,Threskiornithidae,Eudocimus,Eudocimus albus,"Eudocimus albus (Linnaeus, 1758)",,Córdoba,9.110953,-76.193587,2025-06-20 06:45:00,20.0,6.0,2025.0,HUMAN_OBSERVATION
Pelecaniformes,Threskiornithidae,Eudocimus,Eudocimus albus,"Eudocimus albus (Linnaeus, 1758)",,La Guajira,11.244869,-73.547466,2026-01-08 18:01:00,8.0,1.0,2026.0,HUMAN_OBSERVATION
Accipitriformes,Cathartidae,Cathartes,Cathartes aura,"Cathartes aura ruficollis Spix, 1824",,Magdalena,11.140415,-74.107517,2025-05-21 06:30:00,21.0,5.0,2025.0,HUMAN_OBSERVATION
Accipitriformes,Accipitridae,Rostrhamus,Rostrhamus sociabilis,"Rostrhamus sociabilis (Vieillot, 1817)",,Magdalena,9.30259,-74.454836,,17.0,3.0,2025.0,HUMAN_OBSERVATION
Piciformes,Picidae,Picumnus,Picumnus cinnamomeus,"Picumnus cinnamomeus Wagler, 1829",,La Guajira,11.284337,-73.127504,,3.0,3.0,2025.0,HUMAN_OBSERVATION
Columbiformes,Columbidae,Patagioenas,Patagioenas fasciata,"Patagioenas fasciata (Say, 1822)",,Cesar,10.362101,-72.937706,2025-02-28 01:05:00,28.0,2.0,2025.0,HUMAN_OBSERVATION
Charadriiformes,Scolopacidae,Numenius,Numenius hudsonicus,"Numenius hudsonicus Latham, 1790",,Atlántico,11.033393,-74.848722,2025-02-26 02:25:00,26.0,2.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Tyrannidae,Tyrannus,Tyrannus savana,"Tyrannus savana Vieillot, 1808",,Atlántico,11.026671,-74.886164,2025-07-08 17:01:00,8.0,7.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Thraupidae,Saltator,Saltator orenocensis,"Saltator orenocensis Lafresnaye, 1846",,La Guajira,11.448485,-73.044126,2025-03-19 08:09:00,19.0,3.0,2025.0,HUMAN_OBSERVATION
Phoenicopteriformes,Phoenicopteridae,Phoenicopterus,Phoenicopterus ruber,"Phoenicopterus ruber Linnaeus, 1758",,La Guajira,11.376969,-73.113577,2025-10-30 11:41:00,30.0,10.0,2025.0,HUMAN_OBSERVATION
Piciformes,Picidae,Melanerpes,Melanerpes rubricapillus,"Melanerpes rubricapillus (Cabanis, 1862)",,Magdalena,11.129727,-74.10066,,13.0,3.0,2025.0,HUMAN_OBSERVATION
Piciformes,Ramphastidae,Aulacorhynchus,Aulacorhynchus albivitta,"Aulacorhynchus albivitta (Boissonneau, 1840)",,Magdalena,11.109247,-74.04556,,10.0,3.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Thraupidae,Diglossa,Diglossa humeralis,"Diglossa humeralis (Fraser, 1840)",,Cesar,10.36304,-72.946658,,2.0,3.0,2026.0,HUMAN_OBSERVATION
Passeriformes,Thraupidae,Saltator,Saltator orenocensis,"Saltator orenocensis Lafresnaye, 1846",,La Guajira,11.538415,-72.916784,2025-04-09 11:38:00,9.0,4.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Icteridae,Psarocolius,Psarocolius decumanus,"Psarocolius decumanus (Pallas, 1769)",,Magdalena,11.312637,-73.948143,,15.0,7.0,2025.0,HUMAN_OBSERVATION
Pelecaniformes,Ardeidae,Butorides,Butorides striata,"Butorides striata (Linnaeus, 1758)",,Bolívar,10.163183,-75.672124,2025-06-19 17:04:00,19.0,6.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Troglodytidae,Campylorhynchus,Campylorhynchus griseus,"Campylorhynchus griseus (Swainson, 1838)",,Magdalena,11.143314,-74.118675,2025-05-29 09:12:00,29.0,5.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Icteridae,Quiscalus,Quiscalus lugubris,"Quiscalus lugubris Swainson, 1838",,Córdoba,8.80375,-75.850498,,27.0,2.0,2026.0,HUMAN_OBSERVATION
Suliformes,Phalacrocoracidae,Phalacrocorax,Phalacrocorax brasilianus,"Nannopterum brasilianum (J.F.Gmelin, 1789)",,La Guajira,11.501307,-73.128829,2025-03-20 09:37:00,20.0,3.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Mimidae,Mimus,Mimus gilvus,"Mimus gilvus (Vieillot, 1808)",,Magdalena,11.29005,-74.175796,2025-02-12 08:08:00,12.0,2.0,2025.0,HUMAN_OBSERVATION
Nyctibiiformes,Nyctibiidae,Nyctibius,Nyctibius grandis,"Nyctibius grandis (J.F.Gmelin, 1789)",,Magdalena,11.29158,-73.91078,,27.0,12.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Passeridae,Passer,Passer domesticus,"Passer domesticus (Linnaeus, 1758)",,La Guajira,11.490874,-73.184788,2025-03-20 11:39:00,20.0,3.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Tyrannidae,Megarynchus,Megarynchus pitangua,"Megarynchus pitangua (Linnaeus, 1766)",,Magdalena,11.144802,-74.116418,,20.0,1.0,2026.0,HUMAN_OBSERVATION
Accipitriformes,Accipitridae,Busarellus,Busarellus nigricollis,"Busarellus nigricollis (Latham, 1790)",,Córdoba,9.133917,-75.844509,2025-02-08 00:43:00,8.0,2.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Thraupidae,Tachyphonus,Tachyphonus rufus,"Tachyphonus rufus (Boddaert, 1783)",,Magdalena,11.121295,-74.080146,2025-02-16 12:13:00,16.0,2.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Parulidae,Myioborus,Myioborus miniatus,"Myioborus miniatus (Swainson, 1827)",,Magdalena,11.089165,-74.079798,2025-10-29 09:55:00,29.0,10.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Turdidae,Turdus,Turdus leucomelas,"Turdus leucomelas Vieillot, 1818",,Magdalena,11.099434,-74.070823,2025-03-10 14:54:00,10.0,3.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Parulidae,Protonotaria,Protonotaria citrea,"Protonotaria citrea (Boddaert, 1783)",,Atlántico,11.00623,-74.685383,2025-02-26 05:23:00,26.0,2.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Thraupidae,Tachyphonus,Tachyphonus rufus,"Tachyphonus rufus (Boddaert, 1783)",,Magdalena,11.094066,-74.080897,2025-12-08 10:56:00,8.0,12.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Thraupidae,Tangara,Tangara gyrola,"Tangara gyrola (Linnaeus, 1758)",,Magdalena,11.095643,-74.097594,2025-03-16 09:10:00,16.0,3.0,2025.0,HUMAN_OBSERVATION
Pelecaniformes,Ardeidae,Egretta,Egretta thula,"Egretta thula (Molina, 1782)",,Bolívar,10.394129,-75.560848,,11.0,10.0,2025.0,HUMAN_OBSERVATION
Pelecaniformes,Ardeidae,Egretta,Egretta tricolor,"Egretta tricolor (Statius Muller, 1776)",,Atlántico,11.032404,-74.849217,,6.0,7.0,2025.0,HUMAN_OBSERVATION
Pelecaniformes,Ardeidae,Ardea,Ardea cocoi,"Ardea cocoi Linnaeus, 1766",,Sucre,8.656265,-75.170904,,1.0,3.0,2026.0,HUMAN_OBSERVATION
Passeriformes,Icteridae,Icterus,Icterus nigrogularis,"Icterus nigrogularis (Hahn, 1819)",,Córdoba,8.791142,-75.862366,,1.0,12.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Turdidae,Turdus,Turdus flavipes,"Turdus flavipes Vieillot, 1818",,Magdalena,11.112357,-74.095495,,6.0,3.0,2025.0,HUMAN_OBSERVATION
Pelecaniformes,Ardeidae,Egretta,Egretta tricolor,"Egretta tricolor (Statius Muller, 1776)",,La Guajira,11.409968,-73.092246,2025-02-21 17:55:00,21.0,2.0,2025.0,HUMAN_OBSERVATION
Pelecaniformes,Ardeidae,Egretta,Egretta tricolor,"Egretta tricolor (Statius Muller, 1776)",,Atlántico,11.031515,-74.850446,2026-01-15 10:34:00,15.0,1.0,2026.0,HUMAN_OBSERVATION
Falconiformes,Falconidae,Caracara,Caracara plancus,"Caracara plancus (J.F.Miller, 1777)",,La Guajira,11.42357,-73.067086,2025-10-13 09:01:00,13.0,10.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Icteridae,Icterus,Icterus auricapillus,"Icterus auricapillus Cassin, 1848",,La Guajira,11.216207,-73.565816,2025-04-16 13:31:00,16.0,4.0,2025.0,HUMAN_OBSERVATION
Charadriiformes,Scolopacidae,Actitis,Actitis macularius,"Actitis macularius (Linnaeus, 1766)",,Magdalena,9.246195,-74.42647,,16.0,2.0,2026.0,HUMAN_OBSERVATION
Charadriiformes,Scolopacidae,Calidris,Calidris mauri,"Calidris mauri (Cabanis, 1857)",,Sucre,9.772466,-75.644112,,11.0,2.0,2026.0,HUMAN_OBSERVATION
Accipitriformes,Cathartidae,Coragyps,Coragyps atratus,"Coragyps atratus (Bechstein, 1793)",,Bolívar,10.420611,-75.545375,,11.0,3.0,2026.0,HUMAN_OBSERVATION
Passeriformes,Troglodytidae,Campylorhynchus,Campylorhynchus griseus,"Campylorhynchus griseus (Swainson, 1838)",,Magdalena,11.131991,-74.102631,2025-12-26 10:01:00,26.0,12.0,2025.0,HUMAN_OBSERVATION
Psittaciformes,Psittacidae,Amazona,Amazona ochrocephala,"Amazona ochrocephala (Gmelin, 1788)",,Bolívar,10.443417,-75.549787,,23.0,1.0,2026.0,HUMAN_OBSERVATION
Passeriformes,Thraupidae,Coereba,Coereba flaveola,"Coereba flaveola (Linnaeus, 1758)",,Córdoba,9.08588,-75.816106,,2.0,1.0,2026.0,HUMAN_OBSERVATION
Accipitriformes,Accipitridae,Rupornis,Rupornis magnirostris,"Rupornis magnirostris (Gmelin, 1788)",,Bolívar,10.424357,-75.54682,2025-01-14 09:02:00,14.0,1.0,2025.0,HUMAN_OBSERVATION
Suliformes,Phalacrocoracidae,Phalacrocorax,Phalacrocorax brasilianus,"Nannopterum brasilianum (J.F.Gmelin, 1789)",,La Guajira,11.504174,-73.045644,2025-03-20 09:35:00,20.0,3.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Troglodytidae,Troglodytes,Troglodytes musculus,"Troglodytes musculus J.F.Naumann, 1823",,Magdalena,11.10288,-74.11238,,6.0,3.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Icteridae,Quiscalus,Quiscalus mexicanus,"Quiscalus mexicanus (Gmelin, 1788)",,Bolívar,10.4225,-75.548028,,6.0,2.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Fringillidae,Chlorophonia,Chlorophonia cyanea,"Chlorophonia cyanea (Thunberg, 1822)",,Magdalena,11.099621,-74.070922,,7.0,11.0,2025.0,HUMAN_OBSERVATION
Psittaciformes,Psittacidae,Amazona,Amazona ochrocephala,"Amazona ochrocephala (Gmelin, 1788)",,Bolívar,10.572159,-75.454918,2025-03-26 09:13:00,26.0,3.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Thraupidae,Sicalis,Sicalis flaveola,"Sicalis flaveola flaveola (Linnaeus, 1766)",,Bolívar,10.42913,-75.546875,,18.0,2.0,2025.0,HUMAN_OBSERVATION
Charadriiformes,Laridae,Thalasseus,Thalasseus maximus,"Thalasseus maximus (Boddaert, 1783)",,Sucre,9.801552,-75.796893,2025-01-26 17:27:00,26.0,1.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Thraupidae,Melanospiza,Melanospiza bicolor,"Melanospiza bicolor (Linnaeus, 1766)",,La Guajira,11.42357,-73.067086,2025-10-13 06:19:00,13.0,10.0,2025.0,HUMAN_OBSERVATION
Pelecaniformes,Ardeidae,Tigrisoma,Tigrisoma lineatum,"Tigrisoma lineatum (Boddaert, 1783)",,Córdoba,8.791297,-75.862416,,3.0,4.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Furnariidae,Anabacerthia,Anabacerthia striaticollis,"Anabacerthia striaticollis Lafresnaye, 1841",,Magdalena,11.103944,-74.069213,2025-03-10 16:36:00,10.0,3.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Furnariidae,Furnarius,Furnarius longirostris,"Furnarius longirostris Pelzeln, 1856",,Bolívar,10.356606,-75.428504,2025-04-19 16:31:00,19.0,4.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Icteridae,Quiscalus,Quiscalus mexicanus,"Quiscalus mexicanus (Gmelin, 1788)",,Córdoba,9.398825,-75.777488,2026-01-17 12:30:00,17.0,1.0,2026.0,HUMAN_OBSERVATION
Passeriformes,Thamnophilidae,Formicivora,Formicivora intermedia,"Formicivora intermedia Cabanis, 1847",,La Guajira,11.435003,-73.078394,2025-03-02 11:04:00,2.0,3.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Furnariidae,Furnarius,Furnarius longirostris,"Furnarius longirostris Pelzeln, 1856",,Córdoba,9.136967,-75.838983,,7.0,9.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Thraupidae,Volatinia,Volatinia jacarina,"Volatinia jacarina (Linnaeus, 1766)",,Córdoba,9.136967,-75.838983,,7.0,9.0,2025.0,HUMAN_OBSERVATION
Psittaciformes,Psittacidae,Aratinga,Aratinga pertinax,"Eupsittula pertinax (Linnaeus, 1758)",,La Guajira,11.436164,-73.075651,2025-02-21 20:26:00,21.0,2.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Thraupidae,Ramphocelus,Ramphocelus dimidiatus,"Ramphocelus dimidiatus Lafresnaye, 1837",,Magdalena,11.144477,-74.107974,2025-01-08 06:36:00,8.0,1.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Pipridae,Chiroxiphia,Chiroxiphia lanceolata,"Chiroxiphia lanceolata (Wagler, 1830)",,Magdalena,11.311035,-73.997137,,2.0,3.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Thraupidae,Saltator,Saltator olivascens,"Saltator olivascens Cabanis, 1849",,Magdalena,11.144246,-74.108203,2025-01-20 06:55:00,20.0,1.0,2025.0,HUMAN_OBSERVATION
Pelecaniformes,Threskiornithidae,Eudocimus,Eudocimus ruber,"Eudocimus ruber (Linnaeus, 1758)",,La Guajira,11.564122,-73.111399,2025-03-19 10:30:00,19.0,3.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Tyrannidae,Myiodynastes,Myiodynastes maculatus,"Myiodynastes maculatus (Statius Muller, 1776)",,Magdalena,11.255811,-73.78676,2025-03-02 16:47:00,2.0,3.0,2025.0,HUMAN_OBSERVATION
Piciformes,Picidae,Colaptes,Colaptes rubiginosus,"Colaptes rubiginosus (Swainson, 1820)",,Magdalena,11.093259,-74.081489,,7.0,2.0,2025.0,HUMAN_OBSERVATION
Charadriiformes,Scolopacidae,Arenaria,Arenaria interpres,"Arenaria interpres (Linnaeus, 1758)",,Magdalena,11.116392,-74.232328,,23.0,1.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Tyrannidae,Sayornis,Sayornis nigricans,"Sayornis nigricans (Swainson, 1827)",,Magdalena,11.126909,-74.119172,2025-01-17 12:04:00,17.0,1.0,2025.0,HUMAN_OBSERVATION
Accipitriformes,Cathartidae,Coragyps,Coragyps atratus,"Coragyps atratus (Bechstein, 1793)",,Magdalena,10.97663,-74.19554,2025-04-04 09:48:00,4.0,4.0,2025.0,HUMAN_OBSERVATION
Psittaciformes,Psittacidae,Brotogeris,Brotogeris jugularis,"Brotogeris jugularis (Statius Muller, 1776)",,Córdoba,8.793431,-75.862217,2025-04-11 04:55:00,11.0,4.0,2025.0,HUMAN_OBSERVATION
Psittaciformes,Psittacidae,Brotogeris,Brotogeris jugularis,"Brotogeris jugularis (Statius Muller, 1776)",,Bolívar,10.423182,-75.547577,2025-02-14 17:08:00,14.0,2.0,2025.0,HUMAN_OBSERVATION
Psittaciformes,Psittacidae,Pionus,Pionus sordidus,"Pionus sordidus (Linnaeus, 1758)",,Magdalena,11.105561,-74.062522,,1.0,3.0,2025.0,HUMAN_OBSERVATION
Pelecaniformes,Ardeidae,Egretta,Egretta thula,"Egretta thula (Molina, 1782)",,La Guajira,11.406972,-73.119921,,16.0,4.0,2025.0,HUMAN_OBSERVATION
Charadriiformes,Scolopacidae,Tringa,Tringa melanoleuca,"Tringa melanoleuca (J.F.Gmelin, 1789)",,Magdalena,11.255671,-73.786152,2025-03-02 09:16:00,2.0,3.0,2025.0,HUMAN_OBSERVATION
Piciformes,Picidae,Picumnus,Picumnus cinnamomeus,"Picumnus cinnamomeus Wagler, 1829",,Atlántico,11.005845,-74.683324,2025-02-11 08:50:00,11.0,2.0,2025.0,HUMAN_OBSERVATION
Charadriiformes,Laridae,Leucophaeus,Leucophaeus atricilla,"Leucophaeus atricilla (Linnaeus, 1758)",,Bolívar,10.419902,-75.551049,2025-03-27 15:59:00,27.0,3.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Tyrannidae,Mecocerculus,Mecocerculus leucophrys,"Mecocerculus leucophrys (Orbigny & Lafresnaye, 1837)",,Cesar,10.366827,-72.984282,2025-02-28 07:13:00,28.0,2.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Thraupidae,Tersina,Tersina viridis,"Tersina viridis (Illiger, 1811)",,Magdalena,11.144507,-74.108149,2025-01-08 06:52:00,8.0,1.0,2025.0,HUMAN_OBSERVATION
Passeriformes,Passerellidae,Arremon,Arremon schlegeli,"Arremon schlegeli Bonaparte, 1850",,Magdalena,11.086926,-74.082414,,4.0,2.0,2025.0,HUMAN_OBSERVATION
